"startdate","enddate","status","ipaddress","progress","duration (in seconds)","finished","recordeddate","responseid","recipientlastname","recipientfirstname","recipientemail","externalreference","locationlatitude","locationlongitude","distributionchannel","userlanguage","q_recaptchascore","q1_2","q1_3","q1_4","q1_5","q1_7","q1_8","tas_1","tas_2","tas_3","tas_4","tas_5","tas_6","tas_7","tas_8","tas_9","tas_10","tas_11","tas_12","tas_13","tas_14","tas_15","tas_16","tas_17","tas_18","tas_19","tas_20","ias_1","ias_2","ias_3","ias_4","ias_5","ias_6","ias_7","ias_8","ias_9","ias_10","ias_11","ias_12","ias_13","ias_14","ias_15","ias_16","ias_17","ias_18","ias_19","ias_20","ias_21","iats_1","iats_2","iats_3","iats_4","iats_5","iats_6","iats_7","iats_8","iats_9","iats_10","iats_11","iats_12","iats_13","iats_14","iats_15","iats_16","iats_17","iats_18","iats_19","iats_20","iats_21","sass_1","sass_2","sass_3","sass_4","sass_5","sass_6","sass_7","sass_8","sass_9","sass_10","sss_8_1","sss_8_2","sss_8_3","sss_8_4","sss_8_5","sss_8_6","sss_8_7","sss_8_8","pcs_1","pcs_2","pcs_3","pcs_4","pcs_5","pcs_6","pcs_7","pcs_8","pcs_9","pcs_10","pcs_11","pcs_12","pcs_13","phq_9_1","phq_9_2","phq_9_3","phq_9_4","phq_9_5","phq_9_6","phq_9_7","phq_9_8","phq_9_9","gad_7_1","gad_7_2","gad_7_3","gad_7_4","gad_7_5","gad_7_6","gad_7_7","stai_1","stai_2","stai_3","stai_4","stai_5","stai_6","stai_7","stai_8","stai_9","stai_10","stai_11","stai_12","stai_13","stai_14","stai_15","stai_16","stai_17","stai_18","stai_19","stai_20","vviq_q_2_1_1","vviq_q_2_1_2","vviq_q_2_1_3","vviq_q_2_1_4","vviq_q2_2_1","vviq_q2_2_2","vviq_q2_2_3","vviq_q2_2_4","vviq_q2_3_1","vviq_q2_3_2","vviq_q2_3_3","vviq_q2_3_4","vviq_q2_4_1","vviq_q2_4_2","vviq_q2_4_3","vviq_q2_4_4","q93","time_used","age","gender","evenodd_score","tas","ias","iats","sass","sss8","pcs","phq9","gad7","stai","vviq","cohort","vviq_k","vviq_q"
"45573.815","45573.825740740744","0.0","109.158.124.97","100.0","927.0","1.0","45573.8257534375","R_8svkE9qKZD9vl48",NA,NA,NA,NA,"51.3359","-0.0771","anonymous","EN","1.0","66e716471fa5fafede80d179","1.0","1.0","1.0","1.0","50",1,2,1,2,4,1,1,2,2,1,5,2,1,1,4,5,3,4,2,3,4,5,4,5,5,5,5,4,5,5,5,5,4,4,5,3,5,3,5,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,3,1,3,3,1,1,3,2,2,3,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,3,3,2,2,4,4,4,4,4,3,3,4,3,3,3,3,NA,927,50,1,-0.964603224956243,47,96,23,NA,11,14,13,15,36,52,"aphan","3","2"
"45573.79988425926","45573.8269212963","0.0","46.231.10.49","100.0","2335.0","1.0","45573.82693820602","R_2a90S1FaLt6o2Ji",NA,NA,NA,NA,"53.5062","-1.0229","anonymous","EN","1.0","5b369180fbc98a0001a93ed0","1.0","1.0","1.0","2.0","30",5,5,4,5,5,4,2,2,4,1,4,2,3,2,5,5,5,4,4,4,2,5,1,5,5,5,4,2,4,4,5,4,5,4,4,1,5,4,5,2,2,1,4,1,4,4,4,2,1,1,4,5,2,4,2,5,5,4,2,5,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,5,3,1,4,4,2,1,1,3,3,1,1,4,5,4,3,2,1,1,2,3,4,1,2,2,1,1,1,1,1,3,1,3,1,3,3,1,3,3,3,3,1,3,3,2,4,3,1,3,3,3,4,3,2,2,3,2,4,2,1,3,3,3,4,4,4,2,4,2,3,NA,2335,30,2,-0.917477090152273,75,78,67,NA,21,31,17,11,54,46,"aphan","2","2"
"45573.819652777776","45573.827511574076","0.0","86.24.49.6","100.0","678.0","1.0","45573.8275215625","R_8PRNuuz4JRilZ6h",NA,NA,NA,NA,"51.6041","-0.1682","anonymous","EN","1.0","5bc08c345e8a950001892156","1.0","1.0","1.0","1.0","56",3,5,2,5,2,2,3,3,4,3,2,4,4,2,3,3,4,4,3,2,2,2,4,4,2,3,4,2,4,3,4,5,3,2,5,2,4,1,2,3,2,1,1,2,3,2,2,3,2,1,2,3,2,4,4,4,4,4,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,2,4,2,3,2,1,2,1,1,1,1,3,1,3,2,1,1,3,3,3,2,1,3,1,2,3,1,1,3,1,1,3,3,3,1,3,3,2,3,3,3,3,2,2,3,1,3,2,1,3,3,2,2,3,2,2,1,1,2,3,2,2,2,2,1,1,3,2,3,2,1,NA,678,56,1,-0.930515341342062,63,63,51,NA,19,23,17,15,49,30,"aphan","1","1"
"45573.821701388886","45573.827511574076","0.0","2.223.76.179","100.0","502.0","1.0","45573.82752924768","R_8VjyDeTuu5sZwsi",NA,NA,NA,NA,"53.4367","-2.9652","anonymous","EN","0.800000011920929","598e082dcceb0f0001b397b9","1.0","1.0","1.0","2.0","41",1,1,1,3,5,1,1,1,1,5,5,4,1,1,1,5,1,1,5,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,2,3,3,1,1,3,4,2,3,2,2,4,2,2,2,2,2,2,3,2,2,3,3,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,4,1,2,1,3,1,4,3,4,2,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,502,41,2,-0.994572984830662,45,81,30,NA,17,32,17,7,42,16,"aphan","1","1"
"45573.82052083333","45573.8296875","0.0","31.94.62.88","100.0","791.0","1.0","45573.82969540509","R_83x5wOT6XPCkfL2",NA,NA,NA,NA,"53.5039","-2.1959","anonymous","EN","1.0","65aa80f84d7d702f526464ce","1.0","1.0","1.0","2.0","29",4,4,2,4,2,4,2,2,4,4,2,2,4,4,2,3,5,2,4,2,3,2,4,2,2,4,3,4,4,4,2,4,4,4,4,2,4,2,2,4,2,2,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,4,2,2,2,4,2,2,2,3,3,3,2,3,3,3,3,3,3,4,4,4,4,4,4,3,1,1,5,5,5,5,5,5,5,2,3,1,4,3,4,4,4,4,3,3,4,4,1,4,4,4,4,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"CQGKCGKU",791,29,2,-0.957696648746144,62,66,46,NA,18,35,29,35,67,16,"aphan","1","1"
"45573.82664351852","45573.832291666666","0.0","86.21.137.213","100.0","488.0","1.0","45573.832311921295","R_2BOV15rMtd26UKr",NA,NA,NA,NA,"52.4974","-0.0249","anonymous","EN","1.0","60c0c4c7e7c4dcf67241ed76","1.0","1.0","1.0","2.0","35",2,2,1,2,2,4,4,4,4,2,2,2,2,2,4,2,2,4,2,4,4,5,4,4,5,5,4,5,5,5,4,4,4,4,5,5,4,3,3,4,4,2,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,2,1,3,2,2,2,1,2,2,2,2,2,1,2,2,2,3,3,3,3,3,3,3,4,5,4,3,4,3,3,4,4,NA,488,35,2,-0.99414713709303,53,90,45,NA,12,23,9,7,37,55,"aphan","3","3"
"45573.82800925926","45573.834375","0.0","80.4.112.212","100.0","549.0","1.0","45573.83439188657","R_800y4NVANpoVCJX",NA,NA,NA,NA,"52.4259","-1.4628","anonymous","EN","1.0","5c7288f41384ee000111604a","1.0","1.0","1.0","2.0","41",2,2,2,2,2,2,2,2,2,4,4,2,2,2,4,4,2,4,2,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,2,4,3,4,4,2,2,2,2,2,4,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,2,1,1,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,2,1,2,2,1,1,2,1,2,3,2,1,2,1,1,3,1,4,4,2,3,4,3,2,3,3,4,4,3,4,4,4,3,NA,549,41,2,-0.980541438329373,52,82,51,NA,14,16,10,7,37,54,"aphan","3","3"
"45573.819756944446","45573.83459490741","0.0","84.64.220.133","100.0","1281.0","1.0","45573.83460663194","R_2aDcN3OZdwcZt7H",NA,NA,NA,NA,"52.9817","-2.1377","anonymous","EN","1.0","5b8bfff214e8c60001052fbd","1.0","1.0","1.0","1.0","36",2,2,2,2,3,2,2,2,2,2,4,2,2,2,3,4,2,4,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,2,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,1,1,1,3,2,1,3,3,3,3,4,3,3,4,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,2,2,1,1,1,1,1,2,3,1,2,1,1,2,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,NA,1281,36,1,-0.996578496494728,48,80,42,NA,9,38,9,7,30,19,"aphan","1","1"
"45573.82672453704","45573.83621527778","0.0","90.251.134.241","100.0","819.0","1.0","45573.83623523148","R_8mgSVnEcMiveqrH",NA,NA,NA,NA,"53.5039","-2.1959","anonymous","EN","1.0","5d01366dcfeb82001617c36d","1.0","1.0","1.0","2.0","63",2,4,3,2,3,2,3,3,3,2,3,2,3,3,3,3,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,2,4,1,4,3,3,2,2,2,3,3,3,4,1,3,3,3,1,3,2,2,4,3,1,4,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,4,1,3,2,1,2,1,2,1,1,3,1,3,1,2,1,2,3,2,2,2,3,3,3,2,1,1,1,1,1,1,1,1,1,3,1,1,3,3,3,3,2,2,4,2,3,4,1,2,4,1,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,1,1,1,NA,819,63,2,-0.952359972454295,59,76,53,NA,17,23,19,7,47,23,"aphan","1","1"
"45573.8275","45573.83783564815","0.0","85.255.236.65","100.0","892.0","1.0","45573.83785244213","R_8QLs4HnsTGHbVMR",NA,NA,NA,NA,"51.4964","-0.1224","anonymous","EN","1.0","5fda057989ec4c35a700f69f","1.0","1.0","1.0","2.0","63",4,2,4,4,3,4,3,4,4,2,4,2,4,5,2,2,5,2,4,2,4,5,4,5,5,5,5,5,5,5,5,5,5,4,4,2,4,1,4,3,3,2,1,1,4,2,1,4,1,1,3,4,1,4,4,3,3,3,1,3,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,1,3,1,2,2,5,1,1,1,1,1,2,2,2,1,2,1,1,3,1,1,4,2,2,3,1,1,1,1,1,3,1,1,4,3,3,3,1,3,2,2,3,2,2,3,3,4,2,2,4,3,4,2,3,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,NA,892,63,2,-0.959664233799012,66,88,51,NA,19,19,16,14,53,27,"aphan","1","1"
"45573.82251157407","45573.84054398148","0.0","51.14.69.82","100.0","1557.0","1.0","45573.84055314815","R_28yQXhSpqc3kLjH",NA,NA,NA,NA,"52.9817","-2.1377","anonymous","EN","1.0","659ada02ac94d554396360f9","1.0","1.0","1.0","1.0","65",4,3,1,3,5,2,1,3,4,4,5,3,3,2,3,2,4,3,3,1,3,5,4,4,5,4,5,4,4,4,5,5,4,3,5,3,5,2,4,3,3,1,2,3,1,5,1,3,1,1,1,3,5,3,1,4,1,5,1,3,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,4,1,3,4,3,3,2,3,1,1,4,3,2,2,3,1,3,2,4,4,1,2,2,3,1,3,3,4,3,1,4,3,3,2,2,3,2,4,4,3,3,3,2,3,3,2,2,3,2,3,3,4,2,3,1,2,4,3,3,4,5,4,4,5,4,4,4,4,NA,1557,65,1,-0.239312581822986,59,84,49,NA,18,32,22,21,56,56,"aphan","3","3"
"45573.83043981482","45573.84303240741","0.0","81.100.51.133","100.0","1088.0","1.0","45573.843047511575","R_8IQtlUOCpJavUZZ",NA,NA,NA,NA,"51.148","-1.7043","anonymous","EN","1.0","5835f27719c2750001d27908","1.0","1.0","1.0","2.0","55",2,3,3,2,3,2,3,3,3,2,4,2,3,2,4,3,3,4,3,2,4,4,3,4,3,4,4,4,4,4,5,5,4,4,4,2,4,2,2,3,3,3,4,3,3,3,3,4,3,2,3,3,3,4,3,3,4,4,2,4,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,4,2,3,2,4,3,2,3,3,3,4,3,3,4,3,4,3,2,4,4,4,4,3,4,4,3,2,4,4,4,5,1,5,4,3,2,1,2,2,4,3,3,2,4,2,3,4,2,1,3,3,3,3,2,2,2,3,2,3,3,4,3,3,3,2,3,3,3,3,3,NA,1088,55,2,-0.83058699862887,56,76,67,NA,27,40,32,27,52,45,"aphan","2","2"
"45573.839155092595","45573.84872685185","0.0","94.174.8.218","100.0","826.0","1.0","45573.84874116898","R_8u4JZvH1nHRJoid",NA,NA,NA,NA,"52.4425","-1.9442","anonymous","EN","1.0","5f689679cc2af84fa2c57263","1.0","1.0","1.0","2.0","37",3,2,2,3,4,3,1,2,2,4,3,2,3,3,3,3,1,2,5,1,3,2,3,3,3,2,2,4,3,2,3,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,3,2,2,1,2,1,1,2,2,1,2,1,2,2,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,3,2,5,3,2,2,1,1,1,3,2,3,1,3,2,3,2,1,1,1,1,1,2,3,2,2,3,1,1,1,4,4,4,3,3,3,1,2,1,2,3,4,3,2,3,2,1,3,2,1,2,3,3,3,3,4,2,4,4,4,3,4,2,4,5,5,3,2,4,2,2,NA,826,37,2,-0.812630563444034,52,51,34,NA,22,24,16,20,47,54,"aphan","3","3"
"45573.84722222222","45573.85328703704","0.0","81.77.227.212","100.0","523.0","1.0","45573.853296863424","R_8gsFzHU7a3y1pmx",NA,NA,NA,NA,"51.8686","-2.2446","anonymous","EN","1.0","57a75a4c1602010001041ec6","1.0","1.0","1.0","2.0","44",4,4,3,3,2,3,2,4,3,4,3,3,2,3,4,3,4,3,3,3,4,2,4,2,4,4,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,1,4,1,1,1,1,4,1,1,1,4,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,4,1,1,1,4,4,3,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,3,3,3,3,2,3,3,3,3,3,4,4,3,3,1,4,1,3,3,3,3,3,2,2,4,1,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,523,44,2,-0.955692177306764,63,92,30,NA,14,50,22,23,54,16,"aphan","1","1"
"45573.84033564815","45573.85365740741","0.0","81.102.43.86","100.0","1150.0","1.0","45573.853671655095","R_8PXfcpBn7ZVDkEH",NA,NA,NA,NA,"51.5005","-0.1905","anonymous","EN","1.0","669670854871ddeec882e60d","1.0","1.0","1.0","1.0","36",3,4,3,4,3,4,4,3,4,3,2,4,4,4,2,2,4,2,3,4,3,2,2,2,3,3,4,3,4,4,3,3,3,3,2,2,4,1,1,3,2,3,3,3,3,3,3,2,3,3,3,3,2,3,3,3,4,3,3,2,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,3,3,2,1,3,3,2,2,2,2,3,3,4,3,2,3,3,2,2,1,3,3,3,2,1,1,1,3,3,3,3,1,4,4,2,2,3,3,2,3,3,3,3,3,1,2,3,2,3,3,2,2,3,3,2,1,1,1,2,2,1,2,2,1,1,2,2,2,1,1,"CQGKCGKU",1150,36,1,-0.971440005199898,66,57,60,NA,19,34,17,21,51,24,"aphan","1","1"
"45573.83775462963","45573.8559837963","0.0","90.216.162.55","100.0","1575.0","1.0","45573.855999155094","R_2rHjsuXu5AE1i5z",NA,NA,NA,NA,"52.9875","-2.1803","anonymous","EN","1.0","63222311994c6e4c35bb2a55","1.0","1.0","1.0","1.0","55",2,2,2,2,1,1,1,3,1,2,5,4,1,4,1,5,5,4,5,1,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,1,2,5,4,1,1,1,1,2,1,4,1,1,1,3,1,1,1,3,2,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,3,1,3,1,2,3,2,2,1,1,2,1,3,2,3,3,4,1,1,1,3,2,2,2,1,1,1,1,1,1,3,3,1,1,2,2,3,2,3,2,1,1,1,2,1,2,1,3,2,2,1,1,1,1,2,3,4,3,4,3,3,5,4,4,3,4,4,3,4,3,"63222311994c6e4c35bb2a55",1575,55,1,-0.928350615788157,52,93,31,NA,15,28,14,11,34,56,"aphan","3","3"
"45573.84380787037","45573.863645833335","0.0","90.195.234.124","100.0","1714.0","1.0","45573.863662337964","R_2nMYD3y6lmNkdCV",NA,NA,NA,NA,"51.5245","-0.1567","anonymous","EN","1.0","5d0792622c41d6000158022e","1.0","1.0","1.0","2.0","53",2,2,3,2,3,3,2,2,3,2,4,2,4,2,3,3,4,4,2,3,4,3,3,4,5,4,4,4,5,3,5,4,4,3,4,2,4,1,4,3,4,2,2,2,3,2,2,4,1,1,1,3,2,2,1,3,1,3,1,3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,3,1,4,1,3,1,1,2,1,1,1,3,2,3,1,1,1,2,2,2,3,3,3,3,3,2,1,1,1,3,1,1,3,1,3,2,2,2,3,2,3,1,3,3,3,4,3,2,3,3,4,3,3,2,1,2,1,1,1,2,2,3,3,2,2,2,3,2,2,2,"CQGKCGKU",1714,53,2,-0.850735660569468,55,77,41,NA,17,20,22,11,54,31,"aphan","1","1"
"45573.85319444445","45573.86591435185","0.0","80.189.4.84","100.0","1098.0","1.0","45573.86592204861","R_8QnOLqp4rVYX5OV",NA,NA,NA,NA,"51.1285","0.2565","anonymous","EN","1.0","59bb9e3a178f1b0001828b12","1.0","1.0","1.0","1.0","81",2,3,2,2,2,3,2,3,2,4,4,1,2,1,3,4,5,3,4,1,5,3,5,4,5,5,4,5,5,4,5,5,4,3,5,3,5,2,4,4,4,1,1,1,2,1,1,4,1,2,1,2,1,1,2,2,2,1,1,2,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,2,1,2,1,1,4,2,3,2,2,3,1,2,3,2,2,2,3,2,1,1,1,1,1,1,1,1,3,1,3,1,1,1,1,3,1,1,3,2,3,2,2,1,3,1,3,4,1,2,4,1,1,2,2,2,3,3,1,2,2,2,3,2,1,2,2,2,2,2,2,NA,1098,81,1,-0.95742216184315,53,89,33,NA,10,31,10,11,42,33,"aphan","2","1"
"45573.856203703705","45573.86730324074","0.0","194.120.133.23","100.0","958.0","1.0","45573.86731560185","R_8NwFsVBjtbezOR2",NA,NA,NA,NA,"51.504","-0.3609","anonymous","EN","1.0","665350d2cbec1d69819d36dd","1.0","1.0","1.0","2.0","37",1,2,1,2,2,2,1,2,2,1,5,1,1,1,3,2,1,5,2,2,4,2,5,2,4,5,5,2,5,5,5,4,2,2,5,1,5,2,4,1,2,1,2,1,4,2,2,4,3,2,2,4,2,4,1,2,4,1,1,5,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,2,1,2,1,1,3,2,3,1,2,4,4,3,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,3,2,1,3,1,1,1,2,1,2,2,1,1,1,3,1,2,1,2,1,2,2,3,3,4,3,3,3,4,2,4,2,4,3,3,3,4,NA,958,37,2,-0.796484689255453,39,72,51,NA,10,30,11,9,31,50,"aphan","2","2"
"45573.85943287037","45573.86914351852","0.0","90.209.33.198","100.0","838.0","1.0","45573.86915009259","R_2QRnBgLtH5xSUb4",NA,NA,NA,NA,"55.8742","-3.9291","anonymous","EN","1.0","6705491fab49f8645745d867","1.0","1.0","1.0","2.0","30",3,4,1,2,2,3,4,1,2,1,3,2,3,3,4,2,4,4,1,3,5,4,5,4,4,5,5,5,4,4,5,4,5,4,3,3,4,3,3,3,3,2,5,2,5,4,4,5,4,2,2,3,4,4,4,2,4,3,1,5,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,3,4,2,3,3,3,3,2,2,3,3,3,1,2,3,3,3,2,4,2,2,2,2,3,3,4,1,1,4,4,4,3,3,3,3,2,2,3,3,2,3,3,3,3,3,2,2,3,1,2,2,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,"CQGKCGKU",838,30,2,-0.979945587710141,52,85,74,NA,21,34,20,24,52,16,"aphan","1","1"
"45573.86399305556","45573.870405092595","0.0","82.36.177.244","100.0","553.0","1.0","45573.87041092593","R_8P0bZPtNVoPHrk5",NA,NA,NA,NA,"53.4036","-2.7475","anonymous","EN","1.0","5d3bfbebfd9694001a2d0f99","1.0","1.0","1.0","1.0","37",4,5,3,5,2,4,4,2,4,2,2,4,4,4,1,3,5,3,2,2,3,5,4,4,3,3,3,4,2,4,5,5,4,4,5,1,5,3,2,2,2,1,4,3,3,4,4,3,2,4,4,3,5,4,4,3,5,4,3,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,5,2,3,4,5,2,1,2,3,2,1,1,3,5,5,5,4,2,2,2,3,4,2,2,4,2,1,4,3,3,5,5,5,3,3,3,1,4,2,4,3,2,2,3,1,3,3,2,3,4,4,3,3,2,2,3,1,2,3,2,2,3,3,2,2,3,2,2,2,2,NA,553,37,1,-0.802685071532569,65,73,70,NA,24,36,22,28,55,36,"aphan","2","1"
"45573.866377314815","45573.87241898148","0.0","86.180.146.58","100.0","521.0","1.0","45573.87243091435","R_2cCq4UHzu4trlIq",NA,NA,NA,NA,"52.6152","-1.6655","anonymous","EN","1.0","665ca6d39c9267eb724e821d","1.0","1.0","1.0","1.0","33",1,1,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,5,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,2,1,4,2,2,2,3,1,1,3,3,1,2,1,1,2,2,2,2,2,2,3,3,3,3,2,2,3,2,3,3,3,2,NA,521,33,1,-0.99577694131921,57,67,63,NA,8,26,9,7,39,40,"aphan","2","2"
"45573.866006944445","45573.87347222222","0.0","81.79.231.116","100.0","644.0","1.0","45573.87347831018","R_8jF1HtzCcUiqTi9",NA,NA,NA,NA,"55.867","-4.2621","anonymous","EN","1.0","606e11fc501e21b2a1652dce","1.0","1.0","1.0","1.0","42",3,4,3,4,2,2,2,3,3,3,2,3,5,4,2,2,4,2,4,4,5,4,2,2,4,4,3,3,4,4,1,3,4,4,2,1,3,1,2,4,3,2,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,5,2,1,2,4,2,1,2,2,2,3,1,1,2,2,1,1,2,2,2,2,3,3,2,4,2,1,3,1,1,1,3,3,1,3,3,2,2,3,4,3,1,2,4,1,2,2,3,3,3,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,644,42,1,-0.9322193090612,61,63,30,NA,18,22,21,13,53,16,"aphan","1","1"
"45573.86636574074","45573.87363425926","0.0","92.236.197.39","100.0","628.0","1.0","45573.87364537037","R_2w4uTmZkQc1kCoV",NA,NA,NA,NA,"53.3615","-1.507","anonymous","EN","1.0","6658b3c20eb742f84c1ec1b8","1.0","1.0","1.0","2.0","19",4,5,1,5,2,4,3,4,2,1,2,1,2,1,5,4,1,5,4,1,4,1,2,3,2,4,4,5,4,5,2,5,2,5,3,2,3,3,4,2,3,4,2,4,3,5,3,2,3,2,5,3,4,2,1,4,2,4,2,5,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,4,1,2,1,2,3,2,4,3,5,4,4,5,5,3,2,4,1,1,2,2,3,1,3,1,1,3,1,1,3,3,3,4,1,2,4,1,1,2,3,2,3,1,1,2,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,628,19,2,-0.931416135878539,57,68,65,NA,15,46,15,18,33,16,"aphan","1","1"
"45573.86756944445","45573.87369212963","0.0","86.2.131.112","100.0","528.0","1.0","45573.87370581018","R_8LXM33yheSy1Kvl",NA,NA,NA,NA,"55.0546","-1.6462","anonymous","EN","1.0","612f4a36268888b428b97bb1","1.0","1.0","1.0","2.0","26",4,4,2,4,1,4,4,2,5,2,1,4,4,5,1,2,5,5,2,1,5,4,4,4,1,4,2,4,5,2,2,2,4,4,4,2,5,2,2,2,5,4,5,2,2,2,1,1,1,1,1,4,1,1,1,2,2,2,1,4,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,4,2,2,1,1,3,3,4,5,5,5,2,4,4,5,4,3,3,2,2,1,4,3,2,3,1,1,3,4,4,4,5,4,3,2,4,2,4,4,4,3,2,3,2,3,3,3,2,4,2,3,3,2,3,2,2,1,3,1,3,2,3,1,1,1,2,1,2,1,1,NA,528,26,2,-0.882520312941616,62,69,44,NA,15,50,19,27,58,27,"aphan","1","1"
"45573.86247685185","45573.87480324074","0.0","146.200.107.254","100.0","1065.0","1.0","45573.874810601854","R_2EPSkBHsTv3txN7",NA,NA,NA,NA,"51.443","-0.3295","anonymous","EN","1.0","5eece84ffa9a8a0d03e16fbb","1.0","1.0","1.0","2.0","47",3,4,1,1,2,4,4,2,2,2,5,1,2,2,4,4,3,4,2,2,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,2,4,2,4,4,2,4,2,2,2,4,1,4,4,3,5,4,3,3,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,1,4,4,3,2,2,2,3,1,2,2,1,1,3,4,4,4,3,1,2,2,3,3,2,2,1,2,1,3,1,3,1,3,3,1,3,3,2,3,3,3,3,1,2,2,1,2,2,3,2,2,2,2,2,2,3,3,2,4,2,3,3,3,3,2,3,3,2,2,3,3,"CQGKCGKU",1065,47,2,-0.92798273044245,54,98,65,NA,20,31,18,15,45,44,"aphan","2","2"
